Adj Close
66568.33907534266
66189.33657529019
66650.4589200975
66444.13549730305
66684.78821072065
66151.13534679798
65928.09024673516
65946.88786307574
66124.65781294067
65907.08352837371
66148.35499788942
65684.43454333545
65624.67132139875
65700.11606415968
65579.83877138195
65318.454290317626
65526.429486496236
64668.98789124324
64370.09124665661
62650.93833219373
61500.379839024
61419.14591426323
60751.34309835046
61606.5215030063
60698.30943339986
59950.779860261035
59950.779860261035
59941.79591717491
58089.41246311883
55692.38596662087
55229.30143401675
55407.27255509756
55331.1409613374
54602.80982318005
53955.17681250374
53541.1050710894
53860.14023093374
53817.27318666374
54681.657943693994
55212.098034844465
56030.74510920507
56293.07279605921
56678.17593243192
57232.524863945815
58165.35788943416
58280.42757416763
57221.0574678137
57232.524863945815
57693.18438369083
57349.28738998048
57475.237113297386
57232.524863945815
57475.237113297386
56913.80724750609
56423.99628694823
56243.478652182544
55548.26690016941
55581.73062411107
55706.59816968522
55818.50823087423
58788.86053686091
60633.07557723938
60314.10639328953
60090.74797451573
59991.9167212769
59703.57383128648
58631.43174535421
57905.5558794023
57253.117321623315
57809.38581104514
58359.7014543793
58216.742160267495
57999.31088464453
56675.608062911226
56155.55624395641
55689.92302255056
55288.70209285907
54918.71016710864
52802.805526381686
52863.41530167392
52505.24091660985
52857.54865409265
52832.125784859025
53074.84963960113
53495.65288098406
53467.24218762157
52973.25664841656
52571.930082795174
53223.787560831035
53032.24312759772
53467.24218762157
53817.27318666374
53817.27318666374
53860.14023093374
55170.020954873755
55871.76034871258
56858.452411171456
56129.80366257807
55689.92302255056
55297.677237395736
54884.9112679277
55379.05562543441
56311.247125483715
56471.447717878735
55326.23365665407
55178.99457333146
55379.486885866754
55419.68169184575
54990.33956293264
53817.27318666374
53955.17681250374
53495.65288098406
53495.65288098406
53541.1050710894
53860.14023093374
53562.97908150274
55212.098034844465
55290.58436685078
55925.137550597545
55844.26081225256
56155.55624395641
56024.19610397055
56155.55624395641
56049.94868534888
55689.92302255056
54904.47890929865
53495.65288098406
53955.17681250374
55331.01376726027
55419.68169184575
55379.486885866754
55666.40336370624
55565.05547697641
55385.78670747175
54537.04315983879
53294.58258103037
53466.091875121565
53467.24218762157
53466.091875121565
53541.1050710894
53467.24218762157
53466.091875121565
52795.79684864702
53033.77143488938
52846.81651018456
52937.75000694963
53260.37387334388
53466.091875121565
53495.65288098406
55821.53216773959
56267.32021468088
56595.88323544489
57351.74336152494
56980.9863718176
57001.5788294951
57001.5788294951
56841.75385428526
57424.28267467244
58101.16576747786
59394.84962043297
58694.496445437
57475.237113297386
58034.565185623615
58114.38056937801
57932.151353399524
58113.41103396416
58216.742160267495
58807.72778007867
59508.89365020976
60389.70684220037
60418.688344162714
59708.46778871887
58798.80437747222
58331.811845000964
58216.742160267495
